iter	TotalF1	MultiClass
880	0.9991358792	0.07593600523
881	0.9991358792	0.07582993487
882	0.9991358792	0.07574278349
883	0.9991358792	0.07568833739
884	0.9991358792	0.0756187131
885	0.9991358792	0.07543663558
886	0.9991358792	0.07531958145
887	0.9991358792	0.07519559368
888	0.9991358792	0.07510598616
889	0.9991358792	0.07498198034
890	0.9991358792	0.07485970554
891	0.9991358792	0.07465808333
892	0.9991358792	0.07455600541
893	0.9991358792	0.07435937124
894	0.9991358792	0.07425233455
895	0.9991358792	0.07422105877
896	0.9991358792	0.07413376047
897	0.9991358792	0.07404130288
898	0.9991358792	0.0739698384
899	0.9991358792	0.07388649171
900	0.9991358792	0.07379729075
901	0.9991358792	0.07371413006
902	0.9991358792	0.07358995462
903	0.9995682203	0.07355234713
904	0.9995682203	0.07350124096
905	0.9995682203	0.07334614192
906	0.9995682203	0.07330787723
907	0.9995682203	0.07318995042
908	0.9995682203	0.07312548346
909	0.9995682203	0.07297477247
910	0.9995682203	0.07283777227
911	0.9995682203	0.07275526704
912	0.9995682203	0.07268452024
913	0.9995682203	0.07256265458
914	0.9995682203	0.07244858179
915	0.9995682203	0.07234179639
916	0.9995682203	0.07231041916
917	0.9995682203	0.07229890818
918	0.9995682203	0.07226650322
919	0.9995682203	0.07224830741
920	0.9995682203	0.07216068904
921	0.9995682203	0.07195719789
922	0.9995682203	0.0717760407
923	0.9995682203	0.07174821379
924	0.9995682203	0.07174237672
925	0.9995682203	0.07167852722
926	0.9995682203	0.07160684531
927	0.9995682203	0.07147719521
928	0.9995682203	0.07139578821
929	0.9995682203	0.07125747818
930	0.9995682203	0.07113015249
931	0.9995682203	0.07103822535
932	0.9995682203	0.07096708834
933	0.9995682203	0.07093349602
934	0.9995682203	0.07085804662
935	0.9995682203	0.07074608651
936	0.9995682203	0.07069754766
937	0.9995682203	0.07061995783
938	0.9995682203	0.07054903161
939	0.9995682203	0.07049301222
940	0.9995682203	0.07035501422
941	0.9995682203	0.07032053587
942	0.9995682203	0.07022551496
943	0.9995682203	0.07005227589
944	0.9995682203	0.06996449829
945	0.9995682203	0.06990464892
946	0.9995682203	0.06983744148
947	0.9995682203	0.069744232
948	0.9995682203	0.0696193731
949	0.9995682203	0.06942662032
950	0.9995682203	0.0693827085
951	0.9995682203	0.06928758402
952	0.9995682203	0.06923269767
953	0.9995682203	0.06918352678
954	0.9995682203	0.06902541431
955	0.9995682203	0.06899401853
956	1	0.06880189764
957	1	0.06870159993
958	1	0.06855515226
959	1	0.06850873755
960	1	0.06830899399
961	1	0.06820888651
962	1	0.06809413637
963	1	0.06805700706
964	1	0.06803229534
965	1	0.06792791974
966	1	0.06774852692
967	1	0.06760101237
968	1	0.06758093453
969	1	0.0674322017
970	0.9995682203	0.06727334025
971	1	0.06719335101
972	1	0.0671120991
973	1	0.06702598144
974	1	0.06696936102
975	1	0.06692178837
976	1	0.06689625099
977	1	0.06675156981
978	1	0.06672416342
979	1	0.06657183152
980	1	0.06638167
981	1	0.06627289438
982	1	0.0662002081
983	1	0.06611367124
984	1	0.06604657862
985	1	0.06593600208
986	1	0.06581000448
987	1	0.06578411631
988	1	0.06572634244
989	1	0.06564789994
990	1	0.06561371654
991	1	0.06558313202
992	1	0.065519384
993	1	0.06535735783
994	1	0.06528493192
995	1	0.06517898128
996	1	0.06507517336
997	1	0.06500974653
998	1	0.06493955746
999	1	0.0648788054
